sa2_code,sa2_name_x,state_x,total_persons_2011,total_renters_2011,total_dwellings_2011,own_occ_2011,rented_2011,other_tenure_2011,tenure not stated_2011,tenure n_a_2011,rent_stress_2011,young_2011,older_2011,unemployed_2011,single_parent_2011,low_ed_2011,assist_2011,indig_2011,english_2011,spanish_2011,arabic_2011,hindi_2011,punjabi_2011,vietnamese_2011,japanese_2011,korean_2011,mandarin_2011,samoan_2011,tagalog_2011,all_other_lang_2011,public_community_2011,boardinghouse_2011,residential_park_2011,rvi_2011,hcv_2011,11_m_rent_common,total_persons_2016,total_renters_2016,total_dwellings_2016,own_occ_2016,rented_2016,other_tenure_2016,tenure not stated_2016,tenure n_a_2016,rent_stress_2016,young_2016,older_2016,unemployed_2016,single_parent_2016,low_ed_2016,assist_2016,indig_2016,english_2016,spanish_2016,arabic_2016,hindi_2016,punjabi_2016,vietnamese_2016,japanese_2016,korean_2016,mandarin_2016,samoan_2016,tagalog_2016,all_other_lang_2016,public_community_2016,boardinghouse_2016,residential_park_2016,rvi_2016,hcv_2016,16_m_rent_common,total_persons_2021,total_renters_2021,total_dwellings_2021,own_occ_2021,rented_2021,other_tenure_2021,tenure not stated_2021,tenure n_a_2021,rent_stress_2021,young_2021,older_2021,unemployed_2021,single_parent_2021,low_ed_2021,assist_2021,indig_2021,english_2021,spanish_2021,arabic_2021,hindi_2021,punjabi_2021,vietnamese_2021,japanese_2021,korean_2021,mandarin_2021,samoan_2021,tagalog_2021,all_other_lang_2021,public_community_2021,boardinghouse_2021,residential_park_2021,rvi_2021,hcv_2021,21_m_rent_common
403041071,Aberfoyle Park,sa,11667.0,1596.0,4531.0,3434.0,601.0,37.0,90.0,274.0,115.0,180.0,95.0,70.0,188.0,134.0,87.0,17.0,1478.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,104.0,125.0,0.0,0.0,0.555555556,PC_DISABILITY,301.01,11438.0,1653.0,4547.0,3407.0,638.0,19.0,130.0,255.0,147.0,182.0,115.0,83.0,186.0,113.0,88.0,28.0,1472.0,3.0,5.0,9.0,3.0,0.0,4.0,5.0,3.0,0.0,5.0,144.0,110.0,0.0,0.0,0.478527607,PC_LONEPARENT,338.81,11715.0,1546.0,4624.0,3610.0,605.0,3.0,95.0,171.0,173.0,108.0,145.0,67.0,187.0,106.0,122.0,42.0,1416.0,4.0,4.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,5.0,102.0,104.0,0.0,0.0,0.692771084,PC_LONEPARENT,337.0
403041072,Aldinga,sa,13925.0,3874.0,6978.0,3684.0,1479.0,30.0,275.0,1459.0,442.0,471.0,137.0,221.0,425.0,293.0,187.0,122.0,3667.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,194.0,63.0,0.0,72.0,0.296296296,PC_DISABILITY,284.49,15082.0,4180.0,7421.0,3837.0,1602.0,20.0,474.0,1410.0,556.0,447.0,255.0,282.0,474.0,293.0,230.0,133.0,3975.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,187.0,55.0,0.0,39.0,0.521472393,PC_RECRENTERS,311.73,15585.0,3832.0,7820.0,4447.0,1537.0,12.0,315.0,1403.0,625.0,310.0,398.0,155.0,414.0,264.0,302.0,179.0,3668.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,133.0,57.0,0.0,107.0,0.560240964,PC_RECRENTERS,312.0
403041073,Christie Downs,sa,8693.0,3272.0,3907.0,1882.0,1517.0,17.0,175.0,278.0,322.0,396.0,404.0,191.0,404.0,504.0,370.0,200.0,3017.0,10.0,16.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,13.0,209.0,1028.0,0.0,0.0,0.987654321,PC_DISABILITY,175.02,9274.0,3380.0,4313.0,1955.0,1557.0,13.0,390.0,331.0,492.0,384.0,433.0,240.0,433.0,449.0,412.0,225.0,3169.0,15.0,3.0,4.0,4.0,3.0,0.0,5.0,4.0,0.0,7.0,166.0,917.0,0.0,0.0,0.987730061,PC_RECRENTERS,238.43,9431.0,3317.0,4463.0,2129.0,1574.0,8.0,328.0,305.0,534.0,496.0,381.0,183.0,405.0,402.0,443.0,283.0,3069.0,12.0,10.0,0.0,4.0,0.0,0.0,9.0,4.0,0.0,4.0,205.0,834.0,0.0,0.0,0.981927711,PC_DISABILITY,262.0
403041074,Christies Beach,sa,9671.0,3161.0,4647.0,2476.0,1400.0,14.0,247.0,453.0,414.0,403.0,218.0,204.0,327.0,316.0,182.0,136.0,2968.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,159.0,198.0,0.0,24.0,0.537037037,PC_DISABILITY,269.04,10115.0,3404.0,4901.0,2494.0,1505.0,20.0,373.0,453.0,420.0,423.0,256.0,270.0,383.0,278.0,234.0,158.0,3151.0,23.0,5.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,4.0,200.0,187.0,0.0,24.0,0.601226994,PC_DISABILITY,305.07,10941.0,3719.0,5345.0,2888.0,1702.0,15.0,222.0,452.0,636.0,317.0,400.0,196.0,400.0,297.0,258.0,215.0,3400.0,8.0,14.0,13.0,12.0,6.0,4.0,0.0,12.0,0.0,15.0,235.0,166.0,0.0,34.0,0.524096386,PC_DISABILITY,312.0
403041075,Clarendon,sa,2565.0,148.0,1050.0,833.0,76.0,3.0,29.0,99.0,14.0,7.0,4.0,9.0,5.0,11.0,6.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.283950617,PC_DISABILITY,195.93,2579.0,141.0,1026.0,823.0,59.0,3.0,46.0,84.0,0.0,4.0,4.0,6.0,12.0,7.0,4.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.226993865,PC_RECRENTERS,262.0,2704.0,160.0,1073.0,869.0,66.0,0.0,53.0,73.0,13.0,15.0,4.0,8.0,9.0,14.0,7.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.656626506,PC_LONEPARENT,262.0
403041076,Coromandel Valley,sa,4205.0,301.0,1584.0,1366.0,109.0,7.0,24.0,72.0,6.0,33.0,6.0,9.0,27.0,9.0,8.0,7.0,282.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.111111111,PC_ENGLISH,333.05,4209.0,336.0,1606.0,1341.0,113.0,0.0,49.0,96.0,12.0,44.0,0.0,18.0,25.0,17.0,13.0,4.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.122699387,PC_LONEPARENT,381.64,4329.0,328.0,1610.0,1425.0,115.0,0.0,21.0,48.0,38.0,3.0,27.0,11.0,23.0,5.0,11.0,4.0,311.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.084337349,PC_LONEPARENT,437.0
403041077,Flagstaff Hill,sa,10256.0,1185.0,3931.0,3157.0,429.0,10.0,107.0,205.0,66.0,156.0,21.0,60.0,87.0,53.0,34.0,3.0,992.0,3.0,13.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,146.0,3.0,0.0,89.0,0.037037037,PC_LONEPARENT,336.48,10275.0,1166.0,4003.0,3164.0,440.0,8.0,129.0,239.0,92.0,169.0,40.0,61.0,89.0,67.0,55.0,51.0,966.0,8.0,18.0,0.0,5.0,0.0,0.0,5.0,8.0,0.0,5.0,151.0,4.0,0.0,76.0,0.171779141,PC_LONEPARENT,367.03,10622.0,1218.0,4072.0,3352.0,451.0,5.0,92.0,142.0,161.0,72.0,154.0,55.0,101.0,74.0,63.0,33.0,998.0,0.0,10.0,4.0,10.0,0.0,0.0,6.0,23.0,0.0,4.0,163.0,10.0,0.0,81.0,0.198795181,PC_LONEPARENT,387.0
403041078,Hackham - Onkaparinga Hills,sa,6281.0,984.0,2482.0,1837.0,393.0,10.0,107.0,124.0,113.0,122.0,65.0,61.0,114.0,95.0,61.0,33.0,918.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,77.0,0.0,0.0,0.586419753,PC_DISABILITY,276.86,6159.0,1000.0,2491.0,1829.0,398.0,6.0,90.0,156.0,118.0,116.0,35.0,75.0,127.0,90.0,76.0,69.0,935.0,8.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0.0,0.0,0.680981595,PC_RECRENTERS,309.47,6766.0,1080.0,2815.0,2097.0,463.0,4.0,108.0,113.0,214.0,151.0,84.0,33.0,132.0,96.0,128.0,59.0,1017.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,80.0,0.0,0.0,0.897590361,PC_DISABILITY,312.0
403041079,Hackham West - Huntfield Heights,sa,7402.0,2609.0,3271.0,1719.0,1130.0,4.0,163.0,228.0,262.0,320.0,238.0,164.0,354.0,374.0,258.0,140.0,2473.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,113.0,675.0,0.0,0.0,0.981481481,PC_DISABILITY,207.45,7476.0,2604.0,3393.0,1761.0,1149.0,8.0,221.0,240.0,326.0,315.0,235.0,209.0,321.0,320.0,317.0,166.0,2466.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,126.0,575.0,0.0,0.0,0.981595092,PC_RECRENTERS,264.96,7729.0,2595.0,3437.0,1909.0,1121.0,8.0,189.0,184.0,354.0,295.0,284.0,146.0,324.0,332.0,334.0,215.0,2447.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,134.0,542.0,0.0,0.0,0.975903614,PC_DISABILITY,262.0
403041080,Happy Valley,sa,13273.0,1417.0,5616.0,4233.0,580.0,86.0,157.0,368.0,116.0,177.0,87.0,63.0,124.0,82.0,41.0,22.0,1293.0,5.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,105.0,57.0,0.0,0.0,0.228395062,PC_DISABILITY,312.94,13283.0,1623.0,5714.0,4154.0,640.0,62.0,241.0,376.0,136.0,186.0,104.0,101.0,149.0,68.0,72.0,47.0,1502.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,4.0,0.0,10.0,90.0,44.0,0.0,0.0,0.251533742,PC_DISABILITY,345.14,13533.0,1587.0,5819.0,4407.0,647.0,29.0,134.0,280.0,206.0,98.0,165.0,54.0,175.0,79.0,81.0,44.0,1457.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,7.0,104.0,31.0,0.0,0.0,0.277108434,PC_LONEPARENT,362.0
403041081,Happy Valley Reservoir,sa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
403041082,Lonsdale,sa,23.0,9.0,18.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,187.0,20.0,0.0,10.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,199.5,27.0,16.0,12.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
403041083,McLaren Vale,sa,5648.0,770.0,2450.0,1691.0,310.0,19.0,84.0,259.0,60.0,80.0,46.0,36.0,60.0,55.0,26.0,3.0,736.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,35.0,0.314814815,PC_DISABILITY,276.24,5843.0,747.0,2537.0,1844.0,307.0,3.0,136.0,195.0,46.0,75.0,76.0,38.0,62.0,50.0,27.0,18.0,708.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,12.0,0.0,31.0,0.349693252,PC_RECRENTERS,308.02,7301.0,1042.0,3095.0,2208.0,431.0,4.0,103.0,210.0,128.0,94.0,88.0,47.0,92.0,64.0,41.0,13.0,976.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,15.0,0.0,56.0,0.391566265,PC_DISABILITY,362.0
403041084,Morphett Vale - East,sa,13315.0,3234.0,5846.0,3796.0,1415.0,31.0,212.0,309.0,378.0,449.0,289.0,183.0,361.0,359.0,227.0,137.0,3021.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,180.0,433.0,0.0,0.0,0.777777778,PC_DISABILITY,257.99,13431.0,3308.0,6036.0,3773.0,1497.0,23.0,287.0,381.0,467.0,427.0,290.0,209.0,389.0,304.0,288.0,133.0,3054.0,10.0,8.0,0.0,6.0,0.0,3.0,3.0,15.0,0.0,10.0,199.0,372.0,0.0,0.0,0.809815951,PC_DISABILITY,290.37,13660.0,3301.0,6194.0,4028.0,1484.0,14.0,257.0,301.0,561.0,342.0,363.0,186.0,379.0,291.0,343.0,151.0,3055.0,25.0,24.0,0.0,14.0,8.0,0.0,0.0,7.0,0.0,10.0,158.0,350.0,0.0,0.0,0.801204819,PC_DISABILITY,312.0
403041085,Morphett Vale - West,sa,8997.0,2563.0,4185.0,2515.0,1146.0,11.0,226.0,259.0,281.0,306.0,300.0,132.0,301.0,316.0,232.0,90.0,2381.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,145.0,506.0,0.0,0.0,0.950617284,PC_DISABILITY,238.62,9443.0,2760.0,4420.0,2605.0,1223.0,7.0,269.0,285.0,340.0,330.0,316.0,189.0,333.0,271.0,297.0,121.0,2542.0,9.0,15.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,173.0,434.0,9.0,0.0,0.944785276,PC_DISABILITY,287.56,10001.0,2961.0,4639.0,2826.0,1323.0,10.0,201.0,248.0,436.0,353.0,314.0,146.0,344.0,293.0,327.0,170.0,2701.0,8.0,13.0,3.0,15.0,0.0,0.0,0.0,13.0,0.0,9.0,199.0,409.0,0.0,0.0,0.903614458,PC_DISABILITY,312.0
403041086,Reynella,sa,9595.0,1755.0,4220.0,2973.0,713.0,34.0,147.0,281.0,175.0,229.0,110.0,97.0,195.0,158.0,96.0,57.0,1633.0,12.0,3.0,0.0,3.0,4.0,0.0,8.0,4.0,0.0,5.0,83.0,84.0,0.0,0.0,0.475308642,PC_DISABILITY,281.23,10021.0,1969.0,4463.0,3053.0,812.0,38.0,167.0,293.0,237.0,247.0,128.0,115.0,219.0,174.0,121.0,56.0,1805.0,9.0,9.0,4.0,0.0,5.0,0.0,0.0,7.0,0.0,6.0,124.0,96.0,0.0,0.0,0.570552147,PC_DISABILITY,319.88,10156.0,1830.0,4518.0,3247.0,775.0,10.0,142.0,195.0,292.0,159.0,208.0,84.0,198.0,153.0,128.0,43.0,1727.0,3.0,4.0,4.0,8.0,0.0,0.0,0.0,7.0,0.0,4.0,73.0,80.0,0.0,0.0,0.518072289,PC_DISABILITY,337.0
403041087,Seaford (SA),sa,18575.0,4457.0,8174.0,5067.0,1781.0,60.0,421.0,712.0,485.0,551.0,272.0,252.0,485.0,321.0,217.0,135.0,4257.0,8.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,0.0,6.0,173.0,356.0,0.0,31.0,0.401234568,PC_DISABILITY,289.7,21915.0,5979.0,9489.0,5645.0,2311.0,30.0,504.0,837.0,649.0,692.0,359.0,335.0,639.0,381.0,352.0,207.0,5592.0,25.0,11.0,17.0,0.0,0.0,7.0,5.0,6.0,5.0,19.0,292.0,351.0,0.0,30.0,0.466257669,PC_RECRENTERS,329.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403041088,Willunga,sa,3189.0,357.0,1345.0,1012.0,147.0,4.0,31.0,133.0,29.0,29.0,18.0,16.0,34.0,37.0,10.0,8.0,343.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.395061728,PC_RECRENTERS,265.41,3360.0,379.0,1422.0,1063.0,158.0,3.0,59.0,123.0,17.0,29.0,33.0,19.0,32.0,22.0,24.0,8.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.337423313,PC_RECRENTERS,318.9,3490.0,381.0,1487.0,1139.0,169.0,0.0,60.0,104.0,52.0,26.0,21.0,15.0,34.0,38.0,16.0,6.0,352.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.65060241,PC_RECRENTERS,337.0
403041089,Woodcroft,sa,10940.0,1311.0,4164.0,3196.0,525.0,35.0,120.0,210.0,126.0,136.0,83.0,58.0,159.0,104.0,44.0,35.0,1204.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,82.0,79.0,0.0,116.0,0.425925926,PC_DISABILITY,299.83,11218.0,1622.0,4421.0,3304.0,616.0,29.0,152.0,204.0,149.0,195.0,86.0,83.0,162.0,102.0,75.0,28.0,1483.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,110.0,70.0,0.0,129.0,0.312883436,PC_DISABILITY,338.36,11402.0,1689.0,4583.0,3428.0,653.0,15.0,94.0,148.0,199.0,165.0,178.0,61.0,173.0,116.0,106.0,40.0,1520.0,10.0,18.0,3.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,124.0,73.0,0.0,159.0,0.590361446,PC_DISABILITY,362.0
403041177,Seaford - Seaford Meadows,sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13925.0,4043.0,5904.0,3693.0,1562.0,3.0,182.0,316.0,541.0,231.0,475.0,202.0,464.0,236.0,275.0,185.0,3813.0,19.0,15.0,7.0,5.0,3.0,5.0,3.0,0.0,0.0,8.0,165.0,167.0,0.0,0.0,0.397590361,PC_DISABILITY,362.0
403041178,Seaford Rise - Moana,sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10434.0,2180.0,4454.0,3053.0,904.0,15.0,136.0,300.0,299.0,194.0,223.0,103.0,228.0,169.0,159.0,87.0,2075.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,81.0,190.0,0.0,53.0,0.63253012,PC_DISABILITY,312.0
404011090,Beverley,sa,7423.0,1991.0,3153.0,1886.0,842.0,6.0,123.0,270.0,185.0,224.0,139.0,110.0,157.0,263.0,108.0,79.0,1357.0,3.0,33.0,22.0,45.0,13.0,0.0,8.0,17.0,0.0,0.0,493.0,217.0,12.0,0.0,0.580246914,PC_DISABILITY,267.53,7927.0,2285.0,3435.0,1904.0,983.0,17.0,182.0,307.0,251.0,268.0,185.0,141.0,169.0,203.0,140.0,83.0,1549.0,12.0,36.0,21.0,76.0,14.0,3.0,4.0,17.0,0.0,18.0,535.0,204.0,21.0,0.0,0.490797546,PC_LONEPARENT,315.37,9041.0,2590.0,3792.0,2292.0,1123.0,6.0,104.0,223.0,363.0,223.0,323.0,123.0,187.0,216.0,180.0,104.0,1704.0,12.0,24.0,46.0,158.0,45.0,0.0,3.0,19.0,0.0,28.0,551.0,221.0,0.0,0.0,0.319277108,PC_DISABILITY,337.0
404011091,Flinders Park,sa,13543.0,3804.0,6046.0,3621.0,1600.0,12.0,329.0,427.0,365.0,512.0,334.0,163.0,289.0,417.0,206.0,95.0,2402.0,14.0,77.0,78.0,105.0,22.0,0.0,0.0,49.0,0.0,32.0,1025.0,515.0,0.0,0.0,0.592592593,PC_DISABILITY,268.14,14342.0,3964.0,6481.0,3838.0,1664.0,13.0,301.0,585.0,416.0,530.0,340.0,264.0,312.0,377.0,248.0,97.0,2521.0,30.0,94.0,76.0,142.0,25.0,0.0,6.0,55.0,3.0,27.0,985.0,455.0,0.0,0.0,0.533742331,PC_LONEPARENT,320.98,16185.0,4621.0,7054.0,4350.0,1924.0,17.0,230.0,438.0,572.0,414.0,587.0,207.0,315.0,330.0,304.0,154.0,2847.0,53.0,135.0,84.0,326.0,28.0,4.0,6.0,43.0,0.0,15.0,1080.0,457.0,0.0,0.0,0.265060241,PC_LONEPARENT,337.0
404011092,Henley Beach,sa,13677.0,3072.0,6365.0,3929.0,1473.0,16.0,317.0,568.0,246.0,435.0,225.0,146.0,188.0,236.0,81.0,58.0,2354.0,19.0,47.0,22.0,35.0,5.0,7.0,0.0,23.0,0.0,0.0,560.0,266.0,0.0,0.0,0.234567901,PC_DISABILITY,278.67,14579.0,3502.0,6768.0,4058.0,1616.0,21.0,322.0,684.0,334.0,413.0,233.0,172.0,197.0,215.0,136.0,58.0,2591.0,18.0,41.0,32.0,84.0,12.0,4.0,12.0,33.0,0.0,22.0,653.0,270.0,0.0,0.0,0.214723926,PC_LONEPARENT,323.39,15362.0,3601.0,6897.0,4444.0,1651.0,9.0,177.0,527.0,442.0,250.0,347.0,133.0,219.0,209.0,156.0,70.0,2764.0,40.0,57.0,18.0,105.0,15.0,5.0,0.0,26.0,0.0,26.0,545.0,210.0,0.0,0.0,0.210843373,PC_LONEPARENT,362.0
404011093,Hindmarsh - Brompton,sa,16558.0,5737.0,7666.0,3894.0,2675.0,19.0,373.0,620.0,648.0,1019.0,449.0,354.0,416.0,638.0,317.0,203.0,3595.0,38.0,141.0,53.0,112.0,167.0,9.0,25.0,219.0,0.0,21.0,1357.0,992.0,9.0,0.0,0.524691358,PC_LONEPARENT,262.05,17507.0,6325.0,8191.0,3861.0,2928.0,24.0,499.0,797.0,696.0,1101.0,505.0,395.0,353.0,528.0,322.0,181.0,3924.0,63.0,141.0,64.0,167.0,195.0,0.0,20.0,317.0,6.0,33.0,1395.0,882.0,94.0,0.0,0.257668712,PC_LONEPARENT,322.78,18853.0,6912.0,8971.0,4457.0,3354.0,20.0,346.0,699.0,899.0,589.0,1014.0,330.0,394.0,497.0,397.0,242.0,4508.0,97.0,145.0,69.0,213.0,172.0,5.0,53.0,194.0,7.0,24.0,1425.0,903.0,9.0,0.0,0.096385542,PC_LONEPARENT,362.0
404011094,Royal Park - Hendon - Albert Park,sa,5676.0,1478.0,2580.0,1563.0,688.0,7.0,158.0,127.0,153.0,164.0,188.0,73.0,139.0,238.0,116.0,69.0,1192.0,8.0,6.0,9.0,22.0,0.0,0.0,0.0,10.0,0.0,7.0,224.0,296.0,0.0,0.0,0.925925926,PC_DISABILITY,229.56,5874.0,1578.0,2732.0,1593.0,721.0,12.0,160.0,221.0,162.0,153.0,202.0,83.0,145.0,197.0,136.0,86.0,1253.0,7.0,0.0,12.0,31.0,8.0,0.0,0.0,3.0,0.0,17.0,247.0,252.0,0.0,0.0,0.858895706,PC_LOWEDU,284.2,6432.0,1795.0,2943.0,1796.0,829.0,4.0,70.0,203.0,274.0,212.0,214.0,78.0,173.0,201.0,184.0,116.0,1393.0,20.0,17.0,9.0,47.0,5.0,8.0,0.0,10.0,0.0,6.0,280.0,251.0,0.0,0.0,0.734939759,PC_DISABILITY,312.0
404011095,Seaton - Grange,sa,15558.0,4371.0,7224.0,4149.0,2026.0,51.0,303.0,543.0,444.0,560.0,397.0,225.0,414.0,535.0,274.0,171.0,3390.0,20.0,73.0,32.0,37.0,12.0,15.0,4.0,19.0,0.0,16.0,753.0,755.0,0.0,0.0,0.75308642,PC_DISABILITY,245.65,16049.0,4658.0,7508.0,4154.0,2096.0,60.0,362.0,700.0,502.0,502.0,467.0,269.0,412.0,507.0,359.0,184.0,3388.0,21.0,128.0,25.0,74.0,15.0,5.0,0.0,37.0,0.0,12.0,953.0,713.0,0.0,0.0,0.766871166,PC_DISABILITY,297.3,17262.0,4903.0,8012.0,4693.0,2263.0,11.0,283.0,539.0,695.0,537.0,463.0,199.0,391.0,447.0,322.0,223.0,3521.0,46.0,145.0,41.0,196.0,17.0,10.0,4.0,26.0,0.0,20.0,877.0,650.0,0.0,0.0,0.542168675,PC_DISABILITY,312.0
404011096,West Lakes,sa,13874.0,3144.0,6820.0,4161.0,1529.0,56.0,284.0,670.0,303.0,342.0,355.0,132.0,277.0,358.0,184.0,58.0,2668.0,19.0,17.0,0.0,9.0,0.0,0.0,0.0,21.0,0.0,16.0,394.0,563.0,0.0,59.0,0.734567901,PC_DISABILITY,275.74,14176.0,3208.0,6954.0,4200.0,1479.0,56.0,375.0,702.0,283.0,288.0,382.0,163.0,260.0,341.0,203.0,108.0,2649.0,21.0,53.0,7.0,6.0,10.0,10.0,5.0,24.0,0.0,29.0,394.0,510.0,0.0,44.0,0.73006135,PC_DISABILITY,313.74,15072.0,2936.0,7241.0,4669.0,1429.0,16.0,312.0,596.0,399.0,411.0,239.0,120.0,244.0,269.0,229.0,111.0,2353.0,31.0,27.0,13.0,15.0,21.0,10.0,0.0,25.0,0.0,12.0,429.0,436.0,0.0,101.0,0.740963855,PC_DISABILITY,312.0
404011097,Woodville - Cheltenham,sa,15163.0,4500.0,6559.0,3597.0,1859.0,37.0,395.0,572.0,424.0,523.0,366.0,251.0,402.0,593.0,287.0,240.0,2634.0,52.0,125.0,43.0,72.0,348.0,0.0,8.0,26.0,3.0,46.0,1143.0,669.0,0.0,0.0,0.709876543,PC_DISABILITY,248.82,17420.0,5526.0,7530.0,3966.0,2286.0,47.0,406.0,688.0,568.0,789.0,400.0,375.0,430.0,627.0,334.0,235.0,3097.0,59.0,164.0,70.0,147.0,425.0,12.0,9.0,98.0,0.0,87.0,1358.0,687.0,0.0,0.0,0.54601227,PC_LOWEDU,301.4,19187.0,6281.0,8155.0,4515.0,2658.0,13.0,287.0,524.0,813.0,506.0,811.0,307.0,433.0,625.0,429.0,288.0,3425.0,92.0,195.0,101.0,242.0,527.0,12.0,11.0,66.0,3.0,126.0,1481.0,702.0,0.0,0.0,0.34939759,PC_DISABILITY,312.0
404021098,Dry Creek - South,sa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
